eventID,occurrenceID,measurementType,measurementValue
14059fd2,32da352b_1,bboxY,
14059fd2,32da352b_1,bboxWidth,
14059fd2,32da352b_1,bboxHeight,
14059fd2,32da352b_1,classificationMethod,human
14059fd2,32da352b_1,classifiedBy,Peter Desmet
14059fd2,32da352b_2,observationType,animal
14059fd2,32da352b_2,individualPositionRadius,
14059fd2,32da352b_2,individualPositionAngle,
14059fd2,32da352b_2,individualSpeed,
14059fd2,32da352b_2,bboxX,
14059fd2,32da352b_2,bboxY,
14059fd2,32da352b_2,bboxWidth,
14059fd2,32da352b_2,bboxHeight,
14059fd2,32da352b_2,classificationMethod,human
14059fd2,32da352b_2,classifiedBy,Peter Desmet
14059fd2,4e417be8,observationType,animal
14059fd2,4e417be8,individualPositionRadius,
14059fd2,4e417be8,individualPositionAngle,
14059fd2,4e417be8,individualSpeed,
14059fd2,4e417be8,bboxX,
14059fd2,4e417be8,bboxY,
14059fd2,4e417be8,bboxWidth,
14059fd2,4e417be8,bboxHeight,
14059fd2,4e417be8,classificationMethod,human
14059fd2,4e417be8,classifiedBy,Peter Desmet
14059fd2,5ceaf351_1,observationType,animal
14059fd2,5ceaf351_1,individualPositionRadius,
14059fd2,5ceaf351_1,individualPositionAngle,
14059fd2,5ceaf351_1,individualSpeed,
14059fd2,5ceaf351_1,bboxX,
14059fd2,5ceaf351_1,bboxY,
14059fd2,5ceaf351_1,bboxWidth,
14059fd2,5ceaf351_1,bboxHeight,
14059fd2,5ceaf351_1,classificationMethod,human
14059fd2,5ceaf351_1,classifiedBy,Peter Desmet
14059fd2,5ceaf351_2,observationType,animal
14059fd2,5ceaf351_2,individualPositionRadius,
14059fd2,5ceaf351_2,individualPositionAngle,
14059fd2,5ceaf351_2,individualSpeed,
14059fd2,5ceaf351_2,bboxX,
14059fd2,5ceaf351_2,bboxY,
14059fd2,5ceaf351_2,bboxWidth,
14059fd2,5ceaf351_2,bboxHeight,
14059fd2,5ceaf351_2,classificationMethod,human
14059fd2,5ceaf351_2,classifiedBy,Peter Desmet
14059fd2,6bd083fd_1,observationType,animal
14059fd2,6bd083fd_1,individualPositionRadius,
14059fd2,6bd083fd_1,individualPositionAngle,
14059fd2,6bd083fd_1,individualSpeed,
14059fd2,6bd083fd_1,bboxX,
14059fd2,6bd083fd_1,bboxY,
14059fd2,6bd083fd_1,bboxWidth,
14059fd2,6bd083fd_1,bboxHeight,
14059fd2,6bd083fd_1,classificationMethod,human
14059fd2,6bd083fd_1,classifiedBy,Peter Desmet
14059fd2,6bd083fd_2,observationType,animal
14059fd2,6bd083fd_2,individualPositionRadius,
14059fd2,6bd083fd_2,individualPositionAngle,
14059fd2,6bd083fd_2,individualSpeed,
14059fd2,6bd083fd_2,bboxX,
14059fd2,6bd083fd_2,bboxY,
14059fd2,6bd083fd_2,bboxWidth,
14059fd2,6bd083fd_2,bboxHeight,
14059fd2,6bd083fd_2,classificationMethod,human
14059fd2,6bd083fd_2,classifiedBy,Peter Desmet
14059fd2,9997f96e_1,observationType,animal
14059fd2,9997f96e_1,individualPositionRadius,
14059fd2,9997f96e_1,individualPositionAngle,
14059fd2,9997f96e_1,individualSpeed,
14059fd2,9997f96e_1,bboxX,
14059fd2,9997f96e_1,bboxY,
14059fd2,9997f96e_1,bboxWidth,
14059fd2,9997f96e_1,bboxHeight,
14059fd2,9997f96e_1,classificationMethod,human
14059fd2,9997f96e_1,classifiedBy,Peter Desmet
14059fd2,9997f96e_2,observationType,animal
14059fd2,9997f96e_2,individualPositionRadius,
14059fd2,9997f96e_2,individualPositionAngle,
14059fd2,9997f96e_2,individualSpeed,
14059fd2,9997f96e_2,bboxX,
14059fd2,9997f96e_2,bboxY,
14059fd2,9997f96e_2,bboxWidth,
14059fd2,9997f96e_2,bboxHeight,
14059fd2,9997f96e_2,classificationMethod,human
14059fd2,9997f96e_2,classifiedBy,Peter Desmet
14059fd2,a9fa9969,observationType,animal
14059fd2,a9fa9969,individualPositionRadius,
14059fd2,a9fa9969,individualPositionAngle,
14059fd2,a9fa9969,individualSpeed,
14059fd2,a9fa9969,bboxX,
14059fd2,a9fa9969,bboxY,
14059fd2,a9fa9969,bboxWidth,
14059fd2,a9fa9969,bboxHeight,
14059fd2,a9fa9969,classificationMethod,human
14059fd2,a9fa9969,classifiedBy,Peter Desmet
14059fd2,ad2d234c_1,observationType,animal
14059fd2,ad2d234c_1,individualPositionRadius,
14059fd2,ad2d234c_1,individualPositionAngle,
14059fd2,ad2d234c_1,individualSpeed,
14059fd2,ad2d234c_1,bboxX,
14059fd2,ad2d234c_1,bboxY,
14059fd2,ad2d234c_1,bboxWidth,
14059fd2,ad2d234c_1,bboxHeight,
14059fd2,ad2d234c_1,classificationMethod,human
14059fd2,ad2d234c_1,classifiedBy,Peter Desmet
14059fd2,ad2d234c_2,observationType,animal
14059fd2,ad2d234c_2,individualPositionRadius,
14059fd2,ad2d234c_2,individualPositionAngle,
14059fd2,ad2d234c_2,individualSpeed,
14059fd2,ad2d234c_2,bboxX,
14059fd2,ad2d234c_2,bboxY,
14059fd2,ad2d234c_2,bboxWidth,
14059fd2,ad2d234c_2,bboxHeight,
14059fd2,ad2d234c_2,classificationMethod,human
14059fd2,ad2d234c_2,classifiedBy,Peter Desmet
14059fd2,b0bb7a64_1,observationType,animal
14059fd2,b0bb7a64_1,individualPositionRadius,
14059fd2,b0bb7a64_1,individualPositionAngle,
14059fd2,b0bb7a64_1,individualSpeed,
14059fd2,b0bb7a64_1,bboxX,
14059fd2,b0bb7a64_1,bboxY,
14059fd2,b0bb7a64_1,bboxWidth,
14059fd2,b0bb7a64_1,bboxHeight,
14059fd2,b0bb7a64_1,classificationMethod,human
14059fd2,b0bb7a64_1,classifiedBy,Peter Desmet
14059fd2,b0bb7a64_2,observationType,animal
14059fd2,b0bb7a64_2,individualPositionRadius,
14059fd2,b0bb7a64_2,individualPositionAngle,
14059fd2,b0bb7a64_2,individualSpeed,
14059fd2,b0bb7a64_2,bboxX,
14059fd2,b0bb7a64_2,bboxY,
14059fd2,b0bb7a64_2,bboxWidth,
14059fd2,b0bb7a64_2,bboxHeight,
14059fd2,b0bb7a64_2,classificationMethod,human
14059fd2,b0bb7a64_2,classifiedBy,Peter Desmet
14059fd2,e0d3e72e_1,observationType,animal
14059fd2,e0d3e72e_1,individualPositionRadius,
14059fd2,e0d3e72e_1,individualPositionAngle,
14059fd2,e0d3e72e_1,individualSpeed,
14059fd2,e0d3e72e_1,bboxX,
14059fd2,e0d3e72e_1,bboxY,
14059fd2,e0d3e72e_1,bboxWidth,
14059fd2,e0d3e72e_1,bboxHeight,
14059fd2,e0d3e72e_1,classificationMethod,human
14059fd2,e0d3e72e_1,classifiedBy,Peter Desmet
14059fd2,e0d3e72e_2,observationType,animal
14059fd2,e0d3e72e_2,individualPositionRadius,
14059fd2,e0d3e72e_2,individualPositionAngle,
14059fd2,e0d3e72e_2,individualSpeed,
14059fd2,e0d3e72e_2,bboxX,
14059fd2,e0d3e72e_2,bboxY,
14059fd2,e0d3e72e_2,bboxWidth,
14059fd2,e0d3e72e_2,bboxHeight,
14059fd2,e0d3e72e_2,classificationMethod,human
14059fd2,e0d3e72e_2,classifiedBy,Peter Desmet
14059fd2,e4765ced_1,observationType,animal
14059fd2,e4765ced_1,individualPositionRadius,
14059fd2,e4765ced_1,individualPositionAngle,
14059fd2,e4765ced_1,individualSpeed,
14059fd2,e4765ced_1,bboxX,
14059fd2,e4765ced_1,bboxY,
14059fd2,e4765ced_1,bboxWidth,
14059fd2,e4765ced_1,bboxHeight,
14059fd2,e4765ced_1,classificationMethod,human
14059fd2,e4765ced_1,classifiedBy,Peter Desmet
14059fd2,e4765ced_2,observationType,animal
14059fd2,e4765ced_2,individualPositionRadius,
14059fd2,e4765ced_2,individualPositionAngle,
14059fd2,e4765ced_2,individualSpeed,
14059fd2,e4765ced_2,bboxX,
14059fd2,e4765ced_2,bboxY,
14059fd2,e4765ced_2,bboxWidth,
14059fd2,e4765ced_2,bboxHeight,
14059fd2,e4765ced_2,classificationMethod,human
14059fd2,e4765ced_2,classifiedBy,Peter Desmet
14059fd2,f1b07d90_1,observationType,animal
14059fd2,f1b07d90_1,individualPositionRadius,
14059fd2,f1b07d90_1,individualPositionAngle,
14059fd2,f1b07d90_1,individualSpeed,
14059fd2,f1b07d90_1,bboxX,
14059fd2,f1b07d90_1,bboxY,
14059fd2,f1b07d90_1,bboxWidth,
14059fd2,f1b07d90_1,bboxHeight,
14059fd2,f1b07d90_1,classificationMethod,human
14059fd2,f1b07d90_1,classifiedBy,Peter Desmet
14059fd2,f1b07d90_2,observationType,animal
14059fd2,f1b07d90_2,individualPositionRadius,
14059fd2,f1b07d90_2,individualPositionAngle,
14059fd2,f1b07d90_2,individualSpeed,
14059fd2,f1b07d90_2,bboxX,
14059fd2,f1b07d90_2,bboxY,
14059fd2,f1b07d90_2,bboxWidth,
14059fd2,f1b07d90_2,bboxHeight,
14059fd2,f1b07d90_2,classificationMethod,human
14059fd2,f1b07d90_2,classifiedBy,Peter Desmet
149f42ec,020dbfe0_1,observationType,animal
149f42ec,020dbfe0_1,individualPositionRadius,
149f42ec,020dbfe0_1,individualPositionAngle,
149f42ec,020dbfe0_1,individualSpeed,
149f42ec,020dbfe0_1,bboxX,
149f42ec,020dbfe0_1,bboxY,
149f42ec,020dbfe0_1,bboxWidth,
149f42ec,020dbfe0_1,bboxHeight,
149f42ec,020dbfe0_1,classificationMethod,human
149f42ec,020dbfe0_1,classifiedBy,Peter Desmet
149f42ec,58a41680_1,observationType,animal
149f42ec,58a41680_1,individualPositionRadius,
149f42ec,58a41680_1,individualPositionAngle,
149f42ec,58a41680_1,individualSpeed,
149f42ec,58a41680_1,bboxX,
149f42ec,58a41680_1,bboxY,
149f42ec,58a41680_1,bboxWidth,
149f42ec,58a41680_1,bboxHeight,
149f42ec,58a41680_1,classificationMethod,human
149f42ec,58a41680_1,classifiedBy,Peter Desmet
149f42ec,778315fe_1,observationType,animal
149f42ec,778315fe_1,individualPositionRadius,
149f42ec,778315fe_1,individualPositionAngle,
149f42ec,778315fe_1,individualSpeed,
149f42ec,778315fe_1,bboxX,
149f42ec,778315fe_1,bboxY,
149f42ec,778315fe_1,bboxWidth,
149f42ec,778315fe_1,bboxHeight,
149f42ec,778315fe_1,classificationMethod,human
149f42ec,778315fe_1,classifiedBy,Peter Desmet
149f42ec,7aaee7d3_1,observationType,animal
149f42ec,7aaee7d3_1,individualPositionRadius,
149f42ec,7aaee7d3_1,individualPositionAngle,
149f42ec,7aaee7d3_1,individualSpeed,
149f42ec,7aaee7d3_1,bboxX,
149f42ec,7aaee7d3_1,bboxY,
149f42ec,7aaee7d3_1,bboxWidth,
149f42ec,7aaee7d3_1,bboxHeight,
149f42ec,7aaee7d3_1,classificationMethod,human
149f42ec,7aaee7d3_1,classifiedBy,Peter Desmet
149f42ec,81d1219e_1,observationType,animal
149f42ec,81d1219e_1,individualPositionRadius,
149f42ec,81d1219e_1,individualPositionAngle,
149f42ec,81d1219e_1,individualSpeed,
149f42ec,81d1219e_1,bboxX,
149f42ec,81d1219e_1,bboxY,
149f42ec,81d1219e_1,bboxWidth,
149f42ec,81d1219e_1,bboxHeight,
149f42ec,81d1219e_1,classificationMethod,human
149f42ec,81d1219e_1,classifiedBy,Peter Desmet
149f42ec,85e5cd57_1,observationType,animal
149f42ec,85e5cd57_1,individualPositionRadius,
149f42ec,85e5cd57_1,individualPositionAngle,
149f42ec,85e5cd57_1,individualSpeed,
149f42ec,85e5cd57_1,bboxX,
149f42ec,85e5cd57_1,bboxY,
149f42ec,85e5cd57_1,bboxWidth,
149f42ec,85e5cd57_1,bboxHeight,
149f42ec,85e5cd57_1,classificationMethod,human
149f42ec,85e5cd57_1,classifiedBy,Peter Desmet
149f42ec,987e1ab4_1,observationType,animal
149f42ec,987e1ab4_1,individualPositionRadius,
149f42ec,987e1ab4_1,individualPositionAngle,
149f42ec,987e1ab4_1,individualSpeed,
149f42ec,987e1ab4_1,bboxX,
149f42ec,987e1ab4_1,bboxY,
149f42ec,987e1ab4_1,bboxWidth,
149f42ec,987e1ab4_1,bboxHeight,
149f42ec,987e1ab4_1,classificationMethod,human
149f42ec,987e1ab4_1,classifiedBy,Peter Desmet
149f42ec,b84bcd80_1,observationType,animal
149f42ec,b84bcd80_1,individualPositionRadius,
149f42ec,b84bcd80_1,individualPositionAngle,
149f42ec,b84bcd80_1,individualSpeed,
149f42ec,b84bcd80_1,bboxX,
149f42ec,b84bcd80_1,bboxY,
149f42ec,b84bcd80_1,bboxWidth,
149f42ec,b84bcd80_1,bboxHeight,
149f42ec,b84bcd80_1,classificationMethod,human
149f42ec,b84bcd80_1,classifiedBy,Peter Desmet
149f42ec,e57d97b3,observationType,animal
149f42ec,e57d97b3,individualPositionRadius,
149f42ec,e57d97b3,individualPositionAngle,
149f42ec,e57d97b3,individualSpeed,
149f42ec,e57d97b3,bboxX,
149f42ec,e57d97b3,bboxY,
149f42ec,e57d97b3,bboxWidth,
149f42ec,e57d97b3,bboxHeight,
149f42ec,e57d97b3,classificationMethod,human
149f42ec,e57d97b3,classifiedBy,Peter Desmet
149f42ec,fb144e45_1,observationType,animal
149f42ec,fb144e45_1,individualPositionRadius,
149f42ec,fb144e45_1,individualPositionAngle,
149f42ec,fb144e45_1,individualSpeed,
149f42ec,fb144e45_1,bboxX,
149f42ec,fb144e45_1,bboxY,
149f42ec,fb144e45_1,bboxWidth,
149f42ec,fb144e45_1,bboxHeight,
149f42ec,fb144e45_1,classificationMethod,human
149f42ec,fb144e45_1,classifiedBy,Peter Desmet
149f42ec,fb6eb723_1,observationType,animal
149f42ec,fb6eb723_1,individualPositionRadius,
149f42ec,fb6eb723_1,individualPositionAngle,
149f42ec,fb6eb723_1,individualSpeed,
149f42ec,fb6eb723_1,bboxX,
149f42ec,fb6eb723_1,bboxY,
149f42ec,fb6eb723_1,bboxWidth,
149f42ec,fb6eb723_1,bboxHeight,
149f42ec,fb6eb723_1,classificationMethod,human
149f42ec,fb6eb723_1,classifiedBy,Peter Desmet
16537357,0bb2566e_1,observationType,blank
16537357,0bb2566e_1,individualPositionRadius,
16537357,0bb2566e_1,individualPositionAngle,
16537357,0bb2566e_1,individualSpeed,
16537357,0bb2566e_1,bboxX,
16537357,0bb2566e_1,bboxY,
16537357,0bb2566e_1,bboxWidth,
16537357,0bb2566e_1,bboxHeight,
16537357,0bb2566e_1,classificationMethod,human
16537357,0bb2566e_1,classifiedBy,Peter Desmet
16537357,3945bb1f_1,observationType,blank
16537357,3945bb1f_1,individualPositionRadius,
16537357,3945bb1f_1,individualPositionAngle,
16537357,3945bb1f_1,individualSpeed,
16537357,3945bb1f_1,bboxX,
16537357,3945bb1f_1,bboxY,
16537357,3945bb1f_1,bboxWidth,
16537357,3945bb1f_1,bboxHeight,
16537357,3945bb1f_1,classificationMethod,human
16537357,3945bb1f_1,classifiedBy,Peter Desmet
16537357,7b95c483_1,observationType,blank
16537357,7b95c483_1,individualPositionRadius,
16537357,7b95c483_1,individualPositionAngle,
16537357,7b95c483_1,individualSpeed,
16537357,7b95c483_1,bboxX,
16537357,7b95c483_1,bboxY,
16537357,7b95c483_1,bboxWidth,
16537357,7b95c483_1,bboxHeight,
16537357,7b95c483_1,classificationMethod,human
16537357,7b95c483_1,classifiedBy,Peter Desmet
16537357,8c541e7b_1,observationType,blank
16537357,8c541e7b_1,individualPositionRadius,
16537357,8c541e7b_1,individualPositionAngle,
16537357,8c541e7b_1,individualSpeed,
16537357,8c541e7b_1,bboxX,
16537357,8c541e7b_1,bboxY,
16537357,8c541e7b_1,bboxWidth,
16537357,8c541e7b_1,bboxHeight,
16537357,8c541e7b_1,classificationMethod,human
16537357,8c541e7b_1,classifiedBy,Peter Desmet
16537357,a0431321,observationType,animal
16537357,a0431321,individualPositionRadius,
16537357,a0431321,individualPositionAngle,
16537357,a0431321,individualSpeed,
16537357,a0431321,bboxX,
16537357,a0431321,bboxY,
16537357,a0431321,bboxWidth,
16537357,a0431321,bboxHeight,
16537357,a0431321,classificationMethod,human
16537357,a0431321,classifiedBy,Peter Desmet
16537357,a6a7a04c_1,observationType,blank
16537357,a6a7a04c_1,individualPositionRadius,
16537357,a6a7a04c_1,individualPositionAngle,
16537357,a6a7a04c_1,individualSpeed,
16537357,a6a7a04c_1,bboxX,
16537357,a6a7a04c_1,bboxY,
16537357,a6a7a04c_1,bboxWidth,
16537357,a6a7a04c_1,bboxHeight,
16537357,a6a7a04c_1,classificationMethod,human
16537357,a6a7a04c_1,classifiedBy,Peter Desmet
16537357,ad62d7b9_1,observationType,blank
16537357,ad62d7b9_1,individualPositionRadius,
16537357,ad62d7b9_1,individualPositionAngle,
16537357,ad62d7b9_1,individualSpeed,
16537357,ad62d7b9_1,bboxX,
16537357,ad62d7b9_1,bboxY,
16537357,ad62d7b9_1,bboxWidth,
16537357,ad62d7b9_1,bboxHeight,
16537357,ad62d7b9_1,classificationMethod,human
16537357,ad62d7b9_1,classifiedBy,Peter Desmet
16537357,e6c2cb72_1,observationType,blank
16537357,e6c2cb72_1,individualPositionRadius,
16537357,e6c2cb72_1,individualPositionAngle,
16537357,e6c2cb72_1,individualSpeed,
16537357,e6c2cb72_1,bboxX,
16537357,e6c2cb72_1,bboxY,
16537357,e6c2cb72_1,bboxWidth,
16537357,e6c2cb72_1,bboxHeight,
16537357,e6c2cb72_1,classificationMethod,human
16537357,e6c2cb72_1,classifiedBy,Peter Desmet
16537357,f24826a2_1,observationType,blank
16537357,f24826a2_1,individualPositionRadius,
16537357,f24826a2_1,individualPositionAngle,
16537357,f24826a2_1,individualSpeed,
16537357,f24826a2_1,bboxX,
16537357,f24826a2_1,bboxY,
16537357,f24826a2_1,bboxWidth,
16537357,f24826a2_1,bboxHeight,
16537357,f24826a2_1,classificationMethod,human
16537357,f24826a2_1,classifiedBy,Peter Desmet
16537357,f47b05e6_1,observationType,blank
16537357,f47b05e6_1,individualPositionRadius,
16537357,f47b05e6_1,individualPositionAngle,
16537357,f47b05e6_1,individualSpeed,
16537357,f47b05e6_1,bboxX,
16537357,f47b05e6_1,bboxY,
16537357,f47b05e6_1,bboxWidth,
16537357,f47b05e6_1,bboxHeight,
16537357,f47b05e6_1,classificationMethod,human
16537357,f47b05e6_1,classifiedBy,Peter Desmet
16537357,fb58a2b9_1,observationType,animal
16537357,fb58a2b9_1,individualPositionRadius,
16537357,fb58a2b9_1,individualPositionAngle,
16537357,fb58a2b9_1,individualSpeed,
16537357,fb58a2b9_1,bboxX,
16537357,fb58a2b9_1,bboxY,
16537357,fb58a2b9_1,bboxWidth,
16537357,fb58a2b9_1,bboxHeight,
16537357,fb58a2b9_1,classificationMethod,human
16537357,fb58a2b9_1,classifiedBy,Peter Desmet
1d98da96,0ca1bfc7_1,observationType,blank
1d98da96,0ca1bfc7_1,individualPositionRadius,
1d98da96,0ca1bfc7_1,individualPositionAngle,
1d98da96,0ca1bfc7_1,individualSpeed,
1d98da96,0ca1bfc7_1,bboxX,
1d98da96,0ca1bfc7_1,bboxY,
1d98da96,0ca1bfc7_1,bboxWidth,
1d98da96,0ca1bfc7_1,bboxHeight,
1d98da96,0ca1bfc7_1,classificationMethod,human
1d98da96,0ca1bfc7_1,classifiedBy,Peter Desmet
1d98da96,1df7ff8a_1,observationType,blank
1d98da96,1df7ff8a_1,individualPositionRadius,
1d98da96,1df7ff8a_1,individualPositionAngle,
1d98da96,1df7ff8a_1,individualSpeed,
1d98da96,1df7ff8a_1,bboxX,
1d98da96,1df7ff8a_1,bboxY,
1d98da96,1df7ff8a_1,bboxWidth,
1d98da96,1df7ff8a_1,bboxHeight,
1d98da96,1df7ff8a_1,classificationMethod,human
1d98da96,1df7ff8a_1,classifiedBy,Peter Desmet
1d98da96,3798e2c5_1,observationType,blank
1d98da96,3798e2c5_1,individualPositionRadius,
1d98da96,3798e2c5_1,individualPositionAngle,
1d98da96,3798e2c5_1,individualSpeed,
1d98da96,3798e2c5_1,bboxX,
1d98da96,3798e2c5_1,bboxY,
1d98da96,3798e2c5_1,bboxWidth,
1d98da96,3798e2c5_1,bboxHeight,
1d98da96,3798e2c5_1,classificationMethod,human
1d98da96,3798e2c5_1,classifiedBy,Peter Desmet
1d98da96,3b11a509_1,observationType,blank
1d98da96,3b11a509_1,individualPositionRadius,
1d98da96,3b11a509_1,individualPositionAngle,
1d98da96,3b11a509_1,individualSpeed,
1d98da96,3b11a509_1,bboxX,
1d98da96,3b11a509_1,bboxY,
1d98da96,3b11a509_1,bboxWidth,
1d98da96,3b11a509_1,bboxHeight,
1d98da96,3b11a509_1,classificationMethod,human
1d98da96,3b11a509_1,classifiedBy,Peter Desmet
1d98da96,57214693_1,observationType,blank
1d98da96,57214693_1,individualPositionRadius,
